DC	28370.1	76.469272	776.3
NJ	250334.4	76.066363	1151.8
DE	24460.4	75.031902	772.6
NY	556239.6	73.801194	970.2
CT	105621.9	73.655439	775.9
CA	1014126.4	72.864377	852.6
MA	204605.4	72.247669	775.4
MD	136364.6	72.074313	776.3
RI	39190.3	71.645887	775.2
FL	602606.8	70.488572	776.8
